id,site,diversity,pop_density,temperature,precipitation,density,devil
EHI01272,20,1.04103493135534,0.0128326183184981,8.27916622161865,796.0,52.68425,0.248944158355395
EHI02760,2,1.53163305422748,0.0,9.32592283788282,1567.94875868162,75.81725,0.210193639000257
EHI01342,17,1.99596717860982,0.0008385275141336,17.4055950210539,254.596946531489,22.70205,0.0
EHI02846,3,3.96249743613965,0.104520842432976,11.8458337783813,599.0,52.12525,0.156215300162633
EHI01253,19,3.64822858854862,0.0269408524036407,9.6062315396468,673.602559835644,58.3575,0.364457716544469
EHI02796,15,1.09912620066384,6.16722297668457,12.5233976621507,988.439189581821,79.47475,0.281302134195964
EHI01254,20,1.04103493135534,0.0128326183184981,8.27916622161865,796.0,52.68425,0.248944158355395
EHI02826,13,1.58689846826417,0.127890482544899,12.7416667938232,713.0,50.7395,0.148132105668386
EHI02824,13,1.58689846826417,0.127890482544899,12.7416667938232,713.0,50.7395,0.148132105668386
EHI02823,4,1.78268386567293,0.506356835365295,12.2768664335509,1013.1931529653,72.71525,0.116380393505096
EHI02840,9,1.0,1.06104052066803,11.8207327576308,1377.53015221865,80.0,0.469344665606817
EHI01258,19,3.64822858854862,0.0269408524036407,9.6062315396468,673.602559835644,58.3575,0.364457716544469
EHI02773,15,1.09912620066384,6.16722297668457,12.5233976621507,988.439189581821,79.47475,0.281302134195964
EHI02817,8,4.43117269416651,1.65808379650116,10.8227236979524,1140.85481244945,72.993,0.369677931070328
EHI02772,13,1.58689846826417,0.127890482544899,12.7416667938232,713.0,50.7395,0.148132105668386
EHI02806,12,4.43117269416651,1.65808379650116,10.8227236979524,1140.85481244945,72.993,0.369677931070328
EHI02831,7,4.01495341602654,17.4055995941162,10.4260633237171,899.435331623071,69.90475,0.19277235865593
EHI01266,16,1.97693555284761,0.0225055608898401,16.0775127405446,484.152646270181,13.34705,0.0
EHI01339,19,3.64822858854862,0.0269408524036407,9.6062315396468,673.602559835644,58.3575,0.364457716544469
EHI02801,9,1.09912620066384,6.16722297668457,12.5233976621507,988.439189581821,79.47475,0.281302134195964
EHI02812,1,1.53268514176232,0.425138086080551,12.2291661313434,1025.00010726847,75.80625,0.119561774035295
EHI02836,3,6.69479805964965,3.22094321250916,11.8561874720931,626.70897813654,41.463,0.109422117471695
EHI02082,18,3.56759233509298,0.342087954282761,15.3625001907349,612.0,23.57395,0.0
EHI02841,10,4.02695788216828,1.56636345386505,13.7,675.3,19.66,0.147071500619253
EHI02770,6,1.44873910166987,1.32353127002716,12.8657848095516,839.423358910355,55.85225,0.197977547844251
EHI02792,7,1.76563779953812,2.26250171661377,11.2269431821976,1113.90058256698,78.958,0.386074632406235
EHI01341,16,1.97693555284761,0.0225055608898401,16.0775127405446,484.152646270181,13.34705,0.0
EHI02098,18,3.56759233509298,0.342087954282761,15.3625001907349,612.0,23.57395,0.0
EHI02776,1,1.53268514176232,0.425138086080551,12.2291661313434,1025.00010726847,75.80625,0.119561774035295
EHI02769,5,1.62969142103096,0.23972462117672,12.6511040633364,715.915661046406,74.73375,0.182485356926918
EHI01389,18,3.56759233509298,0.342087954282761,15.3625001907349,612.0,23.57395,0.0
EHI02767,8,4.43117269416651,1.65808379650116,10.8227236979524,1140.85481244945,72.993,0.369677931070328
