"id","h1","pop_density_1km","annual_mean_temp","annual_precipitation","Overall_Density","devil_density_baseline"
"EHI02780",1,1.06104052066803,11.8207327576308,1377.53015221865,80,0.469344665606817
"EHI02789",1,1.06104052066803,11.8207327576308,1377.53015221865,80,0.469344665606817
"EHI02835",2.05595599577069,3.09097790718079,12.8205815958335,1160.15700724996,77.638,0.345227360725403
"EHI01343",3.56759233509298,0.342087954282761,15.3625001907349,612,23.57395,0
"EHI02785",2.44807863800415,6.09151744842529,9.91666698455811,1035,77.2255,0.157313302159309
"EHI01271",1.99596717860982,0.000838527514133602,17.4055950210539,254.596946531489,22.70205,0
"EHI02843",4.02695788216828,1.56636345386505,13.7,675.3,19.66,0.147071500619253
"EHI02779",4.01495341602654,17.4055995941162,10.4260633237171,899.435331623071,69.90475,0.19277235865593
"EHI02822",1,0.870204210281372,11.3562498242474,1422.99999746182,80,0.226075142621994
"EHI02797",1.53163305422748,0,9.32592283788282,1567.94875868162,75.81725,0.210193639000257
"EHI02074",3.56759233509298,0.342087954282761,15.3625001907349,612,23.57395,0
"EHI02830",1.00749978800584,1.75630557537079,11.816830144807,1379.24261757148,79.4,0.354327748219172
"EHI02784",1.44873910166987,1.32353127002716,12.8657848095516,839.423358910355,55.85225,0.197977547844251
"EHI02766",4.01495341602654,17.4055995941162,10.4260633237171,899.435331623071,69.90475,0.19277235865593
"EHI02771",1.53163305422748,0,9.32592283788282,1567.94875868162,75.81725,0.210193639000257
"EHI02768",1.62969142103096,0.23972462117672,12.6511040633364,715.915661046406,74.73375,0.182485356926918
"EHI01270",3.56759233509298,0.342087954282761,15.3625001907349,612,23.57395,0
"EHI02832",3.96249743613965,0.104520842432976,11.8458337783813,599,52.12525,0.156215300162633
"EHI02844",4.02695788216828,1.56636345386505,13.7,675.3,19.66,0.147071500619253
"EHI02829",1.10600124402471,1.6733912229538,11.845833352777,1369.49998981751,79.43075,0.354327748219172
"EHI01264",3.56759233509298,0.342087954282761,15.3625001907349,612,23.57395,0
"EHI02837",1.09912620066384,6.16722297668457,12.5233976621507,988.439189581821,79.47475,0.281302134195964
"EHI02774",1,0.870204210281372,11.3562498242474,1422.99999746182,80,0.226075142621994
"EHI02845",3.96249743613965,0.104520842432976,11.8458337783813,599,52.12525,0.156215300162633
"EHI02775",1,0.870204210281372,11.3562498242474,1422.99999746182,80,0.226075142621994
"EHI01259",3.64822858854862,0.0269408524036407,9.6062315396468,673.602559835644,58.3575,0.364457716544469
"EHI01387",1.99596717860982,0.000838527514133602,17.4055950210539,254.596946531489,22.70205,0
"EHI01248",1.04103493135534,0.0128326183184981,8.27916622161865,796,52.68425,0.248944158355395
"EHI01257",1.99596717860982,0.000838527514133602,17.4055950210539,254.596946531489,22.70205,0
"EHI02839",1,0.108992129564285,12.1869813727502,1043.85154332183,80,0.116369560360909
"EHI01273",1.99596717860982,0.000838527514133602,17.4055950210539,254.596946531489,22.70205,0
"EHI02838",2.05595599577069,3.09097790718079,12.8205815958335,1160.15700724996,77.638,0.345227360725403
"EHI01265",1.04103493135534,0.0128326183184981,8.27916622161865,796,52.68425,0.248944158355395
"EHI01345",3.56759233509298,0.342087954282761,15.3625001907349,612,23.57395,0
"EHI01256",1.99596717860982,0.000838527514133602,17.4055950210539,254.596946531489,22.70205,0
